Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin %,Gross income,Rating
217-23-5059,B,Naypyitaw,Normal,Male,Home and lifestyle,55.1,2,5.51,115.71,2023-01-29,9:45,Ewallet,110.2,5.0,5.51,4.8
764-87-5825,B,Mandalay,Normal,Female,Food and beverages,55.1,9,24.8,520.7,2023-07-09,10:20,Credit card,495.9,5.0,24.8,4.8
500-56-3101,B,Mandalay,Normal,Male,Electronic accessories,55.1,3,8.26,173.56,2023-01-16,14:41,Cash,165.3,5.0,8.26,4.8
458-90-6241,A,Yangon,Member,Male,Food and beverages,55.1,6,16.53,347.13,2023-05-14,12:41,Credit card,330.6,5.0,16.53,4.8
945-18-9934,B,Mandalay,Member,Female,Fashion accessories,55.1,5,13.78,289.28,2023-08-26,19:50,Cash,275.5,5.0,13.78,4.8
243-18-2504,A,Yangon,Normal,Female,Home and lifestyle,55.1,2,5.51,115.71,2023-11-12,18:39,Ewallet,110.2,5.0,5.51,4.8
383-81-9306,B,Naypyitaw,Member,Female,Fashion accessories,55.1,7,19.28,404.98,2023-06-25,18:30,Cash,385.7,5.0,19.28,4.8
668-14-5485,C,Yangon,Normal,Male,Electronic accessories,55.1,4,11.02,231.42,2023-06-05,18:04,Credit card,220.4,5.0,11.02,4.8
272-49-5099,C,Yangon,Normal,Male,Health and beauty,55.1,1,2.76,57.86,2023-05-17,15:07,Credit card,55.1,5.01,2.76,4.8
592-37-6207,A,Yangon,Member,Male,Health and beauty,55.1,4,11.02,231.42,2023-05-31,19:11,Credit card,220.4,5.0,11.02,4.8
699-32-8500,C,Yangon,Normal,Female,Fashion accessories,55.1,6,16.53,347.13,2023-05-01,11:10,Cash,330.6,5.0,16.53,4.8
440-14-4763,C,Naypyitaw,Normal,Male,Sports and travel,55.1,7,19.28,404.98,2023-07-30,14:14,Credit card,385.7,5.0,19.28,4.8
500-55-7449,B,Naypyitaw,Normal,Male,Home and lifestyle,55.1,7,19.28,404.98,2023-07-12,15:44,Credit card,385.7,5.0,19.28,4.8
758-57-1889,A,Mandalay,Normal,Female,Home and lifestyle,55.1,7,19.28,404.98,2023-08-10,16:42,Credit card,385.7,5.0,19.28,4.8
747-87-5049,B,Naypyitaw,Member,Male,Health and beauty,55.1,3,8.26,173.56,2023-06-12,16:13,Ewallet,165.3,5.0,8.26,4.8
632-80-2942,B,Naypyitaw,Normal,Male,Food and beverages,55.1,6,16.53,347.13,2023-04-06,12:18,Ewallet,330.6,5.0,16.53,4.8
772-77-9329,B,Mandalay,Normal,Female,Electronic accessories,55.1,8,22.04,462.84,2023-09-21,9:47,Cash,440.8,5.0,22.04,4.8
535-68-4610,B,Naypyitaw,Normal,Male,Food and beverages,55.1,4,11.02,231.42,2023-05-27,17:43,Cash,220.4,5.0,11.02,4.8
794-46-9171,B,Yangon,Member,Female,Food and beverages,55.1,8,22.04,462.84,2023-10-10,12:20,Credit card,440.8,5.0,22.04,4.8
524-53-4505,B,Yangon,Normal,Female,Fashion accessories,55.1,2,5.51,115.71,2023-05-06,12:48,Ewallet,110.2,5.0,5.51,4.8
325-65-2437,B,Mandalay,Member,Female,Health and beauty,55.1,9,24.8,520.7,2023-10-25,9:16,Credit card,495.9,5.0,24.8,4.8
205-94-3992,A,Mandalay,Member,Female,Health and beauty,55.1,9,24.8,520.7,2023-08-21,13:23,Credit card,495.9,5.0,24.8,4.8
337-77-2718,C,Mandalay,Normal,Female,Health and beauty,55.1,8,22.04,462.84,2023-06-16,18:02,Ewallet,440.8,5.0,22.04,4.8
686-55-2492,B,Yangon,Normal,Male,Fashion accessories,55.1,1,2.76,57.86,2023-01-04,20:45,Ewallet,55.1,5.01,2.76,4.8
683-89-1608,B,Naypyitaw,Member,Male,Sports and travel,55.1,2,5.51,115.71,2023-05-30,18:35,Ewallet,110.2,5.0,5.51,4.8
272-84-4469,B,Yangon,Normal,Female,Food and beverages,55.1,6,16.53,347.13,2023-02-14,8:28,Cash,330.6,5.0,16.53,4.8
407-26-6835,B,Mandalay,Member,Female,Fashion accessories,55.1,5,13.78,289.28,2023-02-22,18:35,Cash,275.5,5.0,13.78,4.8
292-74-6004,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,9,24.8,520.7,2023-04-09,8:53,Credit card,495.9,5.0,24.8,4.8
312-75-9542,B,Naypyitaw,Normal,Female,Electronic accessories,55.1,5,13.78,289.28,2023-06-28,17:39,Cash,275.5,5.0,13.78,4.8
692-44-1565,C,Yangon,Normal,Female,Sports and travel,55.1,2,5.51,115.71,2023-04-24,15:41,Ewallet,110.2,5.0,5.51,4.8
662-68-3216,C,Mandalay,Member,Female,Home and lifestyle,55.1,4,11.02,231.42,2023-04-15,11:55,Ewallet,220.4,5.0,11.02,4.8
223-32-7127,B,Yangon,Member,Male,Food and beverages,55.1,9,24.8,520.7,2023-12-29,13:45,Cash,495.9,5.0,24.8,4.8
841-98-6372,C,Naypyitaw,Member,Male,Health and beauty,55.1,1,2.76,57.86,2023-01-09,14:24,Credit card,55.1,5.01,2.76,4.8
249-95-7881,A,Yangon,Member,Female,Food and beverages,55.1,1,2.76,57.86,2023-05-23,15:03,Credit card,55.1,5.01,2.76,4.8
702-32-7751,B,Yangon,Normal,Female,Fashion accessories,55.1,7,19.28,404.98,2023-10-25,19:46,Cash,385.7,5.0,19.28,4.8
140-74-2010,A,Mandalay,Normal,Male,Electronic accessories,55.1,3,8.26,173.56,2023-01-17,17:27,Credit card,165.3,5.0,8.26,4.8
241-92-8849,A,Mandalay,Normal,Male,Fashion accessories,55.1,2,5.51,115.71,2023-10-07,12:01,Credit card,110.2,5.0,5.51,4.8
652-83-5976,B,Naypyitaw,Normal,Female,Sports and travel,55.1,9,24.8,520.7,2023-06-08,14:02,Credit card,495.9,5.0,24.8,4.8
922-34-4130,C,Yangon,Normal,Female,Sports and travel,55.1,3,8.26,173.56,2023-05-08,19:39,Ewallet,165.3,5.0,8.26,4.8
257-78-1839,A,Yangon,Member,Male,Electronic accessories,55.1,2,5.51,115.71,2023-06-13,19:42,Ewallet,110.2,5.0,5.51,4.8
728-68-6711,B,Yangon,Normal,Male,Home and lifestyle,55.1,8,22.04,462.84,2023-10-26,19:57,Cash,440.8,5.0,22.04,4.8
755-44-1061,A,Naypyitaw,Normal,Male,Home and lifestyle,55.1,6,16.53,347.13,2023-06-17,19:55,Ewallet,330.6,5.0,16.53,4.8
435-80-9957,A,Naypyitaw,Normal,Female,Sports and travel,55.1,6,16.53,347.13,2023-02-14,15:50,Credit card,330.6,5.0,16.53,4.8
505-65-8510,A,Mandalay,Normal,Male,Sports and travel,55.1,7,19.28,404.98,2023-06-30,12:06,Ewallet,385.7,5.0,19.28,4.8
536-94-2252,A,Mandalay,Normal,Female,Health and beauty,55.1,7,19.28,404.98,2023-12-26,8:19,Cash,385.7,5.0,19.28,4.8
994-21-3857,C,Mandalay,Member,Male,Home and lifestyle,55.1,6,16.53,347.13,2023-12-17,13:40,Ewallet,330.6,5.0,16.53,4.8
861-14-7542,A,Yangon,Member,Male,Electronic accessories,55.1,4,11.02,231.42,2023-09-19,13:19,Credit card,220.4,5.0,11.02,4.8
148-16-8631,A,Yangon,Member,Male,Home and lifestyle,55.1,9,24.8,520.7,2023-04-03,14:21,Credit card,495.9,5.0,24.8,4.8
841-13-9579,A,Mandalay,Normal,Male,Health and beauty,55.1,6,16.53,347.13,2023-08-26,15:15,Cash,330.6,5.0,16.53,4.8
576-68-6804,C,Yangon,Member,Female,Fashion accessories,55.1,4,11.02,231.42,2023-12-12,15:27,Ewallet,220.4,5.0,11.02,4.8
307-12-8467,A,Mandalay,Member,Female,Sports and travel,55.1,3,8.26,173.56,2023-01-31,18:27,Ewallet,165.3,5.0,8.26,4.8
700-86-5112,A,Naypyitaw,Normal,Male,Sports and travel,55.1,4,11.02,231.42,2023-11-03,14:46,Ewallet,220.4,5.0,11.02,4.8
826-69-9990,C,Mandalay,Normal,Female,Health and beauty,55.1,3,8.26,173.56,2023-10-21,8:20,Credit card,165.3,5.0,8.26,4.8
883-32-3896,C,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,5.51,115.71,2023-01-17,9:23,Cash,110.2,5.0,5.51,4.8
251-61-3655,C,Yangon,Member,Male,Sports and travel,55.1,5,13.78,289.28,2023-04-23,13:55,Ewallet,275.5,5.0,13.78,4.8
902-51-9774,A,Mandalay,Member,Male,Food and beverages,55.1,2,5.51,115.71,2023-11-11,15:25,Credit card,110.2,5.0,5.51,4.8
971-50-4738,C,Yangon,Normal,Male,Sports and travel,55.1,6,16.53,347.13,2023-10-17,16:41,Credit card,330.6,5.0,16.53,4.8
970-62-8978,C,Naypyitaw,Normal,Female,Food and beverages,55.1,3,8.26,173.56,2023-03-13,17:28,Credit card,165.3,5.0,8.26,4.8
780-30-5031,A,Naypyitaw,Member,Male,Health and beauty,55.1,6,16.53,347.13,2023-07-03,20:12,Ewallet,330.6,5.0,16.53,4.8
848-30-1488,C,Naypyitaw,Member,Male,Health and beauty,55.1,9,24.8,520.7,2023-09-20,19:49,Ewallet,495.9,5.0,24.8,4.8
878-67-2070,A,Yangon,Normal,Female,Sports and travel,55.1,1,2.76,57.86,2023-07-15,9:21,Ewallet,55.1,5.01,2.76,4.8
906-88-4896,B,Yangon,Normal,Male,Home and lifestyle,55.1,6,16.53,347.13,2023-11-11,15:10,Ewallet,330.6,5.0,16.53,4.8
691-38-3537,C,Yangon,Member,Male,Food and beverages,55.1,9,24.8,520.7,2023-12-14,8:56,Ewallet,495.9,5.0,24.8,4.8
366-83-2763,B,Yangon,Normal,Male,Electronic accessories,55.1,4,11.02,231.42,2023-03-09,16:27,Ewallet,220.4,5.0,11.02,4.8
353-82-7161,A,Naypyitaw,Member,Female,Sports and travel,55.1,2,5.51,115.71,2023-08-27,8:27,Ewallet,110.2,5.0,5.51,4.8
780-97-1997,C,Naypyitaw,Member,Male,Electronic accessories,55.1,4,11.02,231.42,2023-12-01,18:27,Ewallet,220.4,5.0,11.02,4.8
504-39-5436,A,Mandalay,Member,Female,Sports and travel,55.1,1,2.76,57.86,2023-11-17,8:27,Ewallet,55.1,5.01,2.76,4.8
298-93-3285,B,Mandalay,Member,Male,Home and lifestyle,55.1,3,8.26,173.56,2023-10-02,17:50,Credit card,165.3,5.0,8.26,4.8
108-81-9554,A,Yangon,Normal,Male,Home and lifestyle,55.1,9,24.8,520.7,2023-12-03,12:04,Ewallet,495.9,5.0,24.8,4.8
680-40-5661,C,Naypyitaw,Normal,Female,Home and lifestyle,55.1,5,13.78,289.28,2023-01-30,17:32,Cash,275.5,5.0,13.78,4.8
950-29-8408,C,Naypyitaw,Member,Male,Fashion accessories,55.1,6,16.53,347.13,2023-02-15,14:14,Credit card,330.6,5.0,16.53,4.8
373-10-7458,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,3,8.26,173.56,2023-06-23,10:01,Ewallet,165.3,5.0,8.26,4.8
804-68-5042,A,Mandalay,Member,Female,Health and beauty,55.1,5,13.78,289.28,2023-01-25,16:56,Cash,275.5,5.0,13.78,4.8
803-99-6457,C,Mandalay,Member,Female,Health and beauty,55.1,8,22.04,462.84,2023-07-15,20:48,Ewallet,440.8,5.0,22.04,4.8
289-42-4698,B,Naypyitaw,Member,Female,Fashion accessories,55.1,6,16.53,347.13,2023-07-06,10:10,Cash,330.6,5.0,16.53,4.8
619-40-3808,C,Naypyitaw,Normal,Female,Food and beverages,55.1,4,11.02,231.42,2023-09-09,11:31,Cash,220.4,5.0,11.02,4.8
779-93-4533,C,Naypyitaw,Normal,Female,Electronic accessories,55.1,2,5.51,115.71,2023-01-18,14:41,Cash,110.2,5.0,5.51,4.8
215-28-9098,A,Mandalay,Normal,Male,Sports and travel,55.1,9,24.8,520.7,2023-11-15,8:43,Cash,495.9,5.0,24.8,4.8
412-97-6738,C,Naypyitaw,Normal,Female,Sports and travel,55.1,1,2.76,57.86,2023-07-02,15:31,Credit card,55.1,5.01,2.76,4.8
188-15-7133,A,Naypyitaw,Member,Male,Fashion accessories,55.1,1,2.76,57.86,2023-04-25,12:33,Credit card,55.1,5.01,2.76,4.8
133-25-5836,C,Yangon,Member,Male,Health and beauty,55.1,4,11.02,231.42,2023-12-11,8:05,Cash,220.4,5.0,11.02,4.8
970-84-6706,B,Yangon,Member,Male,Sports and travel,55.1,7,19.28,404.98,2023-02-08,20:55,Ewallet,385.7,5.0,19.28,4.8
131-89-7470,C,Mandalay,Member,Female,Health and beauty,55.1,1,2.76,57.86,2023-12-30,10:05,Cash,55.1,5.01,2.76,4.8
885-36-8111,A,Naypyitaw,Member,Female,Food and beverages,55.1,9,24.8,520.7,2023-11-23,20:57,Credit card,495.9,5.0,24.8,4.8
710-68-4607,A,Naypyitaw,Normal,Male,Electronic accessories,55.1,4,11.02,231.42,2023-04-14,18:25,Ewallet,220.4,5.0,11.02,4.8
327-17-1510,B,Yangon,Member,Female,Food and beverages,55.1,3,8.26,173.56,2023-06-16,8:26,Credit card,165.3,5.0,8.26,4.8
351-69-4453,C,Mandalay,Normal,Female,Fashion accessories,55.1,1,2.76,57.86,2023-09-16,17:20,Credit card,55.1,5.01,2.76,4.8
682-68-6426,C,Yangon,Normal,Female,Home and lifestyle,55.1,4,11.02,231.42,2023-02-09,18:56,Ewallet,220.4,5.0,11.02,4.8
687-82-4250,B,Yangon,Normal,Female,Home and lifestyle,55.1,9,24.8,520.7,2023-09-01,17:12,Cash,495.9,5.0,24.8,4.8
357-31-8878,C,Yangon,Normal,Male,Home and lifestyle,55.1,6,16.53,347.13,2023-01-13,14:47,Cash,330.6,5.0,16.53,4.8
966-76-1688,C,Yangon,Member,Male,Food and beverages,55.1,6,16.53,347.13,2023-05-30,15:22,Cash,330.6,5.0,16.53,4.8
825-50-6268,A,Naypyitaw,Normal,Female,Sports and travel,55.1,1,2.76,57.86,2023-02-02,14:07,Cash,55.1,5.01,2.76,4.8
245-18-3820,C,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,5.51,115.71,2023-11-20,9:10,Ewallet,110.2,5.0,5.51,4.8
690-71-5758,C,Yangon,Normal,Female,Home and lifestyle,55.1,6,16.53,347.13,2023-11-30,18:01,Ewallet,330.6,5.0,16.53,4.8
123-29-1959,B,Mandalay,Member,Female,Fashion accessories,55.1,2,5.51,115.71,2023-06-29,12:14,Ewallet,110.2,5.0,5.51,4.8
863-58-8062,B,Mandalay,Member,Male,Fashion accessories,55.1,3,8.26,173.56,2023-07-29,12:50,Credit card,165.3,5.0,8.26,4.8
976-57-6071,A,Mandalay,Member,Male,Home and lifestyle,55.1,4,11.02,231.42,2023-11-29,17:56,Ewallet,220.4,5.0,11.02,4.8
473-96-3658,C,Mandalay,Normal,Male,Home and lifestyle,55.1,5,13.78,289.28,2023-06-19,15:52,Cash,275.5,5.0,13.78,4.8
974-89-9064,C,Yangon,Normal,Female,Electronic accessories,55.1,9,24.8,520.7,2023-10-23,8:22,Credit card,495.9,5.0,24.8,4.8
410-25-9976,C,Naypyitaw,Member,Male,Home and lifestyle,55.1,4,11.02,231.42,2023-09-29,11:02,Cash,220.4,5.0,11.02,4.8
692-31-7031,A,Mandalay,Normal,Female,Electronic accessories,55.1,9,24.8,520.7,2023-08-05,10:14,Cash,495.9,5.0,24.8,4.8
618-48-6192,A,Yangon,Member,Male,Fashion accessories,55.1,3,8.26,173.56,2023-11-07,9:54,Ewallet,165.3,5.0,8.26,4.8
263-35-6803,B,Mandalay,Member,Male,Home and lifestyle,55.1,8,22.04,462.84,2023-10-03,11:15,Ewallet,440.8,5.0,22.04,4.8
712-74-1492,A,Mandalay,Normal,Female,Food and beverages,55.1,1,2.76,57.86,2023-09-22,15:02,Cash,55.1,5.01,2.76,4.8
801-12-7666,C,Yangon,Normal,Female,Food and beverages,55.1,9,24.8,520.7,2023-11-27,20:23,Cash,495.9,5.0,24.8,4.8
129-81-8808,C,Naypyitaw,Normal,Female,Fashion accessories,55.1,9,24.8,520.7,2023-06-19,20:06,Credit card,495.9,5.0,24.8,4.8
756-84-8450,A,Naypyitaw,Normal,Female,Electronic accessories,55.1,2,5.51,115.71,2023-06-24,12:03,Ewallet,110.2,5.0,5.51,4.8
539-92-3573,C,Yangon,Member,Female,Food and beverages,55.1,4,11.02,231.42,2023-08-16,15:21,Credit card,220.4,5.0,11.02,4.8
932-98-8162,C,Naypyitaw,Member,Female,Electronic accessories,55.1,8,22.04,462.84,2023-10-03,9:21,Credit card,440.8,5.0,22.04,4.8
855-91-8589,A,Yangon,Member,Female,Food and beverages,55.1,7,19.28,404.98,2023-06-30,12:34,Credit card,385.7,5.0,19.28,4.8
590-84-5361,A,Yangon,Member,Female,Food and beverages,55.1,1,2.76,57.86,2023-02-05,18:55,Cash,55.1,5.01,2.76,4.8
722-15-1856,C,Yangon,Member,Male,Electronic accessories,55.1,5,13.78,289.28,2023-11-16,8:37,Credit card,275.5,5.0,13.78,4.8
853-89-4988,C,Naypyitaw,Normal,Female,Sports and travel,55.1,7,19.28,404.98,2023-02-12,14:45,Credit card,385.7,5.0,19.28,4.8
460-76-5974,C,Yangon,Member,Female,Food and beverages,55.1,4,11.02,231.42,2023-11-18,12:06,Cash,220.4,5.0,11.02,4.8
999-24-9462,B,Mandalay,Member,Male,Home and lifestyle,55.1,1,2.76,57.86,2023-07-05,19:19,Ewallet,55.1,5.01,2.76,4.8
194-70-8524,B,Naypyitaw,Member,Female,Fashion accessories,55.1,9,24.8,520.7,2023-08-06,13:41,Ewallet,495.9,5.0,24.8,4.8
387-88-1483,B,Naypyitaw,Normal,Male,Sports and travel,55.1,5,13.78,289.28,2023-04-20,14:05,Credit card,275.5,5.0,13.78,4.8
362-45-1136,A,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,5.51,115.71,2023-08-14,17:55,Cash,110.2,5.0,5.51,4.8
210-58-1453,B,Naypyitaw,Normal,Female,Sports and travel,55.1,8,22.04,462.84,2023-12-26,18:53,Ewallet,440.8,5.0,22.04,4.8
557-63-1402,A,Mandalay,Normal,Male,Health and beauty,55.1,2,5.51,115.71,2023-02-27,17:07,Credit card,110.2,5.0,5.51,4.8
231-49-8152,A,Naypyitaw,Member,Female,Health and beauty,55.1,3,8.26,173.56,2023-09-14,16:44,Credit card,165.3,5.0,8.26,4.8
529-43-1078,B,Naypyitaw,Member,Male,Food and beverages,55.1,1,2.76,57.86,2023-04-10,9:06,Cash,55.1,5.01,2.76,4.8
300-86-4013,B,Yangon,Normal,Male,Food and beverages,55.1,2,5.51,115.71,2023-02-14,8:23,Credit card,110.2,5.0,5.51,4.8
706-34-8769,B,Naypyitaw,Normal,Male,Home and lifestyle,55.1,7,19.28,404.98,2023-11-09,19:49,Ewallet,385.7,5.0,19.28,4.8
760-96-4628,C,Mandalay,Member,Female,Fashion accessories,55.1,2,5.51,115.71,2023-01-20,13:06,Cash,110.2,5.0,5.51,4.8
619-55-6734,B,Mandalay,Member,Female,Sports and travel,55.1,6,16.53,347.13,2023-04-22,14:43,Ewallet,330.6,5.0,16.53,4.8
111-18-8860,C,Mandalay,Normal,Male,Health and beauty,55.1,3,8.26,173.56,2023-06-04,17:50,Ewallet,165.3,5.0,8.26,4.8
141-81-6928,A,Mandalay,Normal,Male,Food and beverages,55.1,4,11.02,231.42,2023-08-17,11:23,Ewallet,220.4,5.0,11.02,4.8
610-57-5426,C,Naypyitaw,Normal,Female,Fashion accessories,55.1,8,22.04,462.84,2023-05-28,19:54,Credit card,440.8,5.0,22.04,4.8
110-77-5358,B,Naypyitaw,Normal,Female,Sports and travel,55.1,3,8.26,173.56,2023-06-28,15:11,Credit card,165.3,5.0,8.26,4.8
115-24-8526,A,Mandalay,Member,Male,Food and beverages,55.1,6,16.53,347.13,2023-01-22,20:14,Ewallet,330.6,5.0,16.53,4.8
461-47-5993,A,Mandalay,Member,Male,Food and beverages,55.1,1,2.76,57.86,2023-08-06,20:30,Ewallet,55.1,5.01,2.76,4.8
890-17-2455,A,Naypyitaw,Member,Female,Health and beauty,55.1,7,19.28,404.98,2023-01-05,10:47,Cash,385.7,5.0,19.28,4.8
593-56-2500,C,Mandalay,Normal,Female,Health and beauty,55.1,8,22.04,462.84,2023-11-08,10:03,Cash,440.8,5.0,22.04,4.8
374-83-8031,B,Yangon,Normal,Female,Food and beverages,55.1,8,22.04,462.84,2023-07-15,20:00,Credit card,440.8,5.0,22.04,4.8
