Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,33.636293060846,5.471058245165368,8.64,181.44,2/17/2019,11:15,Ewallet,172.8,4.335483694644828,8.350484239552975,9.9
549-59-1358,A,Yangon,Member,Male,Sports and travel,87.85129654023117,3.2665598934680604,13.2945,279.1845,3/2/2019,17:36,Ewallet,265.89,4.6845650658786075,12.1155056011285,6.0
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,55.589480761931725,7.958742746651942,21.036,441.756,3/22/2019,19:20,Credit card,420.72,4.533483610530719,20.50556062899231,8.5
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,31.506613035589645,1.0724085301978628,1.676,35.196,2/8/2019,15:31,Cash,33.52,4.981734252462235,1.8249791649191305,6.7
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.91958664314427,2.137819759414028,8.767,184.107,3/10/2019,12:17,Credit card,175.34,5.220282943435118,9.015517092223291,7.7
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,89.99315026093001,4.819100473243256,22.09,463.89,1/25/2019,19:48,Cash,441.8,4.530028630989884,22.84759487881172,9.6
848-62-7243,A,Yangon,Normal,Male,Health and beauty,22.632230154520148,9.59204785347122,11.2005,235.2105,3/15/2019,15:36,Cash,224.01,4.90873771578777,11.496825252363676,7.4
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,96.15463938189647,4.537007634715493,23.5325,494.1825,2/25/2019,19:39,Credit card,470.65,4.474378697955907,22.11580650201259,4.8
149-71-6266,B,Mandalay,Member,Male,Sports and travel,72.92556366725336,9.173285781267696,35.1315,737.7615,1/28/2019,12:43,Cash,702.63,4.824124052069445,34.557689229341854,4.5
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,76.49200449206134,7.568014139660325,33.512,703.752,1/10/2019,14:49,Cash,670.24,4.727554749321539,35.1938989045503,5.1
595-11-5460,A,Yangon,Normal,Male,Health and beauty,105.25067303758539,1.8482267543109114,9.658,202.818,3/15/2019,10:12,Credit card,193.16,5.21143364737236,8.888011888913681,5.1
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,108.67862734565455,3.6615625613033673,19.884,417.564,2/6/2019,10:42,Ewallet,397.68,4.865264069332036,19.000564919953568,7.5
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,72.32160547073867,1.039257755175628,3.406,71.526,1/7/2019,12:28,Ewallet,68.12,4.618577497317913,3.2536285766869395,6.8
129-29-8530,A,Yangon,Member,Male,Sports and travel,60.172982845127294,4.839874963768066,15.655,328.755,3/10/2019,19:15,Ewallet,313.1,4.3943769380763955,15.442151262298397,7.0
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,55.981255660141734,9.40458018875177,27.396,575.316,1/15/2019,17:17,Ewallet,547.92,4.429758884598057,30.028036405370422,4.7
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,56.94361556320953,7.304570145278308,21.968,461.328,3/23/2019,13:24,Ewallet,439.36,4.500301838138801,20.06777918911004,7.6
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,29.75947862228736,7.704464540528977,12.048,253.008,3/3/2019,13:01,Cash,240.96,4.524730153747922,12.093061916059481,7.7
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,80.16463114514784,1.0078982584750675,4.336,91.056,1/17/2019,18:45,Ewallet,86.72,5.095824817093477,4.0579450522409894,7.9
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.05587528526868,2.1162892659355856,5.611,117.831,2/2/2019,10:11,Cash,112.22,4.820212179413095,6.139193219258814,6.3
354-25-5821,B,Mandalay,Member,Female,Sports and travel,62.68338691589678,5.7825030035184835,20.736,435.456,2/8/2019,13:03,Cash,414.72,4.784181820452224,19.13229229480574,5.6
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,106.77998473703516,8.201426202299215,39.48,829.08,3/4/2019,20:39,Cash,789.6,4.395017973296679,38.71883351464712,7.6
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,14.628489663438451,2.154391099294475,1.537,32.277,3/16/2019,19:47,Cash,30.74,5.104894946149179,1.6101258443381579,7.2
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,97.01411876758003,4.092690550545844,18.792,394.632,3/9/2019,18:00,Cash,375.84,4.974108860298038,19.560797362298352,9.5
370-41-7321,B,Mandalay,Member,Male,Health and beauty,54.55518018070174,8.519327054556541,25.5105,535.7205,2/27/2019,17:24,Credit card,510.21,4.350160344753672,25.11625377829653,8.4
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.0903122207536,8.143921406801768,9.0045,189.0945,2/6/2019,15:47,Ewallet,180.09,4.959842949841834,8.72810537406605,4.1
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,19.106845117593657,6.4441186486811155,5.679,119.259,2/10/2019,12:45,Credit card,113.58,4.803369730898588,5.562708139560351,8.1
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,77.42190473201485,9.042538821700774,41.315,867.615,3/19/2019,17:08,Ewallet,826.3,4.363547948417536,39.36721476247983,7.9
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,99.98400699553613,7.524582341757879,31.99,671.79,2/3/2019,10:19,Cash,639.8,4.722191087264593,30.104720141846105,9.5
162-48-8011,A,Yangon,Member,Female,Food and beverages,47.04363451873442,5.0289371340272115,11.1475,234.0975,2/10/2019,15:10,Cash,222.95,4.747329797361658,11.109687005707546,8.5
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,19.440769217150415,4.351254158810317,3.574,75.054,3/22/2019,14:42,Ewallet,71.48,4.443594800244373,3.4085479288371254,6.5
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,16.648437203419725,1.059756647154733,0.7715,16.2015,1/25/2019,15:46,Credit card,15.43,5.186379187723045,0.7387053348936456,6.1
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.476412731517428,2.199173644213335,1.616,33.936,3/7/2019,11:49,Ewallet,32.32,5.095214639607297,1.666663559714977,6.5
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,93.23454934545752,7.761138904722737,34.392,722.232,2/28/2019,19:01,Cash,687.84,4.92287841660237,37.614787182364545,8.2
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,40.69075150819643,2.106875315572451,4.434,93.114,3/27/2019,11:26,Cash,88.68,4.725995772476051,4.525905469456054,5.8
635-40-6220,A,Yangon,Normal,Male,Health and beauty,84.15201289455108,7.843089461774787,35.84,752.64,2/7/2019,11:28,Ewallet,716.8,4.677871944459756,32.80778881992168,6.6
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,65.76943887053548,9.959751240607817,36.175,759.675,1/20/2019,15:55,Cash,723.5,4.9056890164323566,33.10434744623417,5.4
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,29.540672284932704,6.153006555862044,9.183,192.843,3/12/2019,20:36,Cash,183.66,4.805173209055061,10.012083887404966,9.3
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.189175229383554,3.224206268511803,3.711,77.931,2/15/2019,17:47,Credit card,74.22,4.345022005688697,3.560549224566103,10.0
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,53.18145630815184,6.580900163039154,16.719,351.099,2/24/2019,10:55,Ewallet,334.38,4.773812046543411,15.354953588062582,7.0
347-34-2234,B,Mandalay,Member,Female,Sports and travel,58.69071492579935,9.482892144956132,24.7815,520.4115,2/3/2019,13:40,Ewallet,495.63,5.053717730799017,25.27239468729344,10.0
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.35705401900513,9.835533564334668,7.905,166.005,3/6/2019,12:27,Credit card,158.1,4.72308559780585,8.10048871847691,8.6
853-23-2453,B,Mandalay,Member,Male,Health and beauty,72.42159595274444,3.9370856018216562,15.148,318.108,2/14/2019,14:35,Cash,302.96,4.335196740614579,15.597910203031578,7.6
877-22-3308,A,Yangon,Member,Male,Health and beauty,16.00551736794428,10.475164603177783,7.935,166.635,3/13/2019,16:40,Cash,158.7,5.034550666180723,7.565867018209918,5.8
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,31.06634676198106,1.895510858307321,3.347,70.287,2/10/2019,15:43,Ewallet,66.94,4.4774893164095255,3.0224150920131696,6.7
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,103.50948945828036,5.5325689357576735,29.283,614.943,1/7/2019,15:01,Ewallet,585.66,4.532019842841154,32.00640901274706,9.9
232-11-3025,A,Yangon,Normal,Male,Sports and travel,72.0674708405311,9.709244315281554,39.385,827.085,1/24/2019,10:04,Cash,787.7,4.442577479548182,37.42278452090881,6.4
382-03-4532,A,Yangon,Member,Female,Health and beauty,20.114927509577495,0.9574477983308164,0.9165,19.2465,2/2/2019,18:50,Cash,18.33,4.600204823779145,0.948765618600032,4.3
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,94.35209239133299,9.59261624091198,44.74,939.54,1/6/2019,12:46,Credit card,894.8,5.006430005517877,46.5889240756747,9.6
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,58.37684362738055,9.467215502099819,31.06,652.26,2/11/2019,16:19,Cash,621.2,4.780367485337453,31.743366074897764,5.9
510-95-6347,B,Mandalay,Member,Female,Food and beverages,43.721586624567436,2.725255913781817,7.278,152.838,3/5/2019,18:17,Ewallet,145.56,4.4808393088045815,7.0056680030173855,4.0
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,80.69933540680128,5.421448721680097,22.773,478.233,3/9/2019,18:21,Cash,455.46,5.121742931675808,21.730434997393814,8.7
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,77.75920757302032,9.877900301524857,33.6015,705.6315,1/22/2019,10:55,Ewallet,672.03,5.123411290532497,34.25786016024698,9.4
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,43.55762970978142,9.855546267471725,20.825,437.325,1/13/2019,17:04,Credit card,416.5,5.114836595384208,22.349788313992693,5.4
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,51.700619560295756,8.791787964887426,22.068,463.428,1/9/2019,14:20,Credit card,441.36,4.513139249025063,24.0397039859763,8.6
381-20-0914,A,Yangon,Member,Female,Fashion accessories,18.30532669623983,9.323365108847526,9.0045,189.0945,1/12/2019,15:48,Credit card,180.09,4.715466042171441,8.294775763150728,5.7
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,76.0932902404604,9.436507775730128,39.155,822.255,3/5/2019,16:24,Ewallet,783.1,5.223799672619595,36.451962865252746,6.6
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,18.814282286624426,5.449961183950226,5.095,106.995,1/22/2019,18:56,Cash,101.9,5.020964263252791,5.548186247699958,6.0
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,106.39324576252002,6.343614017298663,29.757,624.897,1/21/2019,14:42,Credit card,595.14,4.311588020301051,31.164715757911686,5.5
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,99.06409258033767,2.7536466013873557,14.502,304.542,1/26/2019,19:56,Ewallet,290.04,4.347813896525521,15.612835289536275,6.4
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,18.5989573956827,7.868129241255885,7.7,161.7,1/23/2019,18:37,Ewallet,154.0,4.727553692296773,7.242054256568428,6.6
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,73.34550980579696,4.303294646049732,16.072,337.512,2/23/2019,18:45,Credit card,321.44,5.151638291399757,16.353536024094062,8.3
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,47.0610290710226,5.444732022291411,12.2275,256.7775,3/9/2019,10:17,Cash,244.55,4.798763617193798,12.719386878147931,6.6
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,80.15594534550833,6.954362115749817,29.071,610.491,3/5/2019,14:31,Ewallet,581.42,4.75982143631833,30.11820652436579,4.0
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,80.03389295328573,5.113411389210707,19.13,401.73,3/25/2019,10:23,Cash,382.6,4.386165428617848,18.778588369255985,9.9
633-44-8566,A,Yangon,Member,Male,Food and beverages,50.738517587104084,6.533847524528905,17.283,362.943,3/27/2019,20:35,Credit card,345.66,4.911219147454696,15.607913982620177,7.3
504-35-8843,A,Yangon,Normal,Male,Sports and travel,45.75898503544332,1.0982337252273953,2.1235,44.5935,1/2/2019,16:57,Cash,42.47,5.068669676863493,2.1587186963247706,5.7
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.56216541764368,5.678006041660132,23.097,485.037,2/27/2019,17:55,Cash,461.94,4.6480190548620675,21.956477250086287,6.1
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,43.77527507451135,4.3541854193081,9.476,198.996,1/23/2019,10:25,Cash,189.52,5.024392239076991,9.381721847290006,7.1
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,46.77323223096471,10.299293297984736,22.43,471.03,1/26/2019,19:54,Ewallet,448.6,5.204263480009621,24.482708433666005,8.2
873-51-0671,A,Yangon,Member,Female,Sports and travel,23.126411073719883,7.150831512830403,7.693,161.553,1/10/2019,16:42,Ewallet,153.86,4.479777580211205,7.5376557397246495,5.1
152-08-9985,B,Mandalay,Member,Male,Health and beauty,65.14876008711455,9.022839319829716,28.962,608.202,3/12/2019,12:09,Credit card,579.24,4.7841234583763885,30.930266826443024,8.6
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,94.61386088018438,0.9461339623435517,4.4875,94.2375,2/6/2019,20:05,Credit card,89.75,4.55917900779078,4.207965193659953,6.6
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.03943602855284,0.9353056064011016,4.858,102.018,3/8/2019,20:38,Ewallet,97.16,5.040813732513997,5.025562619881118,7.2
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,88.26950674355916,9.440972418140351,43.935,922.635,3/29/2019,10:25,Ewallet,878.7,4.835803205697819,48.126460108654996,5.1
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.269577135712789,5.6237259145731056,3.735,78.435,2/9/2019,13:11,Cash,74.7,4.890078493002854,3.4376141463520837,4.1
865-92-6136,A,Yangon,Normal,Male,Food and beverages,47.7431717871502,3.167750684140052,7.9125,166.1625,3/23/2019,10:16,Ewallet,158.25,5.0456325330684315,7.134416308574531,9.3
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,76.21452420246926,5.820150311000076,24.81,521.01,3/5/2019,18:14,Cash,496.2,4.662829021676547,24.480437817043033,7.4
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,44.14518312696016,0.9115685353126792,2.4355,51.1455,3/26/2019,19:20,Cash,48.71,5.157228636681282,2.237067872794321,4.1
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,80.69300756095399,9.84438473425346,35.3475,742.2975,3/1/2019,13:22,Cash,706.95,4.793360826044572,37.10345316003612,7.2
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,22.213438496686173,9.690814592934167,10.3815,218.0115,2/1/2019,11:27,Cash,207.63,4.436147450408102,11.242227390748763,4.9
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.35986569345111,6.513302739834256,17.478,367.038,3/28/2019,16:44,Cash,349.56,4.948475350735925,17.247363712200737,9.9
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,32.823928496731384,7.692870951705009,10.6225,223.0725,3/19/2019,18:19,Cash,212.45,5.0412012862324955,10.109882883759235,8.0
704-48-3927,A,Yangon,Member,Male,Electronic accessories,84.22394839172615,9.347790498438975,44.335,931.035,1/12/2019,14:50,Ewallet,886.7,4.587392073489393,43.75335422963161,7.3
628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,26.88925688654311,5.875490422683191,8.214,172.494,1/5/2019,20:54,Credit card,164.28,5.102075482957997,8.581080075163982,7.9
630-74-5166,A,Yangon,Normal,Male,Sports and travel,65.30547844753593,6.309886170844909,18.639,391.419,3/22/2019,20:19,Cash,372.78,5.148707861784657,16.808852103539305,7.4
588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,32.136912332681064,9.352837112496825,15.291,321.111,3/24/2019,10:43,Cash,305.82,4.549432845212712,15.5645681906421,4.2
861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,75.03500864173323,9.30779181267971,40.985,860.685,3/3/2019,14:30,Cash,819.7,5.222401402690374,41.91365194102185,9.2
479-26-8945,B,Mandalay,Member,Female,Sports and travel,15.796600291709606,2.126333249996247,1.649,34.629,2/5/2019,11:32,Ewallet,32.98,4.419725264896736,1.6944095838262796,4.6
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,91.55570852424314,2.834664343101996,14.7315,309.3615,2/5/2019,10:41,Credit card,294.63,4.478110160472887,13.97141965424766,7.8
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,79.09983539932661,6.613344660751673,25.494,535.374,2/15/2019,12:44,Cash,509.88,4.461166513649249,26.58541202596039,8.4
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,61.64851008826114,9.066553961208145,26.1315,548.7615,1/19/2019,20:07,Ewallet,522.63,5.137133057253096,23.995989325015763,4.3
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,82.94553789769543,9.167291882715066,36.3555,763.4655,2/1/2019,20:31,Credit card,727.11,4.908850049931474,34.16886454348376,9.5
225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,29.027373029374427,3.048051724702687,4.053,85.113,3/2/2019,13:01,Credit card,81.06,4.430575507919348,4.358977219818123,7.1
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,23.272513073433316,4.591486837397754,5.485,115.185,3/5/2019,12:29,Ewallet,109.7,4.705069922349672,5.746879296347044,5.3
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,48.14044764487736,1.075492172526076,2.568,53.928,1/16/2019,15:26,Ewallet,51.36,4.871712404925818,2.318259716540227,5.2
642-32-2990,A,Yangon,Normal,Female,Food and beverages,11.820489324690032,9.531200085177412,5.48,115.08,2/2/2019,20:48,Ewallet,109.6,4.365203890553384,5.204220381365301,6.0
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.860489881594475,1.8518059685131216,5.344,112.224,1/20/2019,20:38,Ewallet,106.88,5.126110827157131,5.038757649023094,4.1
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,105.68174836962682,8.621996927790363,39.824,836.304,2/14/2019,17:03,Credit card,796.48,5.051050986235817,37.99851824154888,5.2
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,61.644947010325986,7.637912097521655,19.992,419.832,1/12/2019,12:02,Credit card,399.84,4.76686359397785,18.9826429854871,6.5
219-22-9386,B,Mandalay,Member,Male,Sports and travel,96.3215254716375,9.651829711077811,44.982,944.622,3/9/2019,17:26,Credit card,899.64,5.2067872527319174,41.046311567020936,4.2
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,58.92568369931276,8.495225719559805,25.564,536.844,3/13/2019,19:52,Credit card,511.28,4.683581885117577,25.354071073256222,4.6
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,53.39729972574869,8.248387169022434,22.588,474.348,3/9/2019,14:57,Ewallet,451.76,5.222962208710648,23.63939674569398,7.3
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,92.32414574327879,7.071200318852795,32.7915,688.6215,3/10/2019,18:44,Credit card,655.83,4.921828570387605,33.49147867021436,4.5
870-54-3162,A,Yangon,Normal,Female,Sports and travel,34.30119524020008,4.58698675991141,8.0625,169.3125,1/27/2019,13:26,Cash,161.25,4.89016311748251,8.341255565614404,9.0
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,34.019196281344755,8.835215783527257,14.2785,299.8485,1/8/2019,16:17,Credit card,285.57,4.443766567037242,13.082387709145937,5.9
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,61.78129980532157,7.7963016272197025,27.416,575.736,1/8/2019,15:57,Ewallet,548.32,5.125645484202174,29.89161386204136,8.5
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.47405329534052,8.567556810768588,40.626,853.146,2/8/2019,11:15,Ewallet,812.52,4.692847321923015,43.37631384834134,7.2
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,38.96556478895092,7.312788159164019,13.867,291.207,1/25/2019,13:18,Cash,277.34,4.440222291310214,14.713137489315871,7.5
802-70-5316,A,Yangon,Member,Female,Sports and travel,87.00955851573367,5.9950508820945245,27.639,580.419,3/6/2019,20:34,Cash,552.78,4.297721447681916,29.42438987750988,8.3
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,32.19122187958111,3.6648369727261185,6.968,146.328,2/10/2019,18:36,Cash,139.36,4.818814936894836,7.571025364133816,7.4
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,84.60988934784946,5.664219842339774,26.235,550.935,2/17/2019,14:40,Credit card,524.7,4.787999640212595,26.46720056019857,8.8
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,88.50171178561756,6.219910516391515,24.39,512.19,3/8/2019,16:43,Ewallet,487.8,4.970812973784329,22.92797568315828,5.3
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,87.0298737053825,2.74567851569418,13.533,284.193,2/18/2019,19:39,Cash,270.66,5.133579098214865,13.849086513013688,6.2
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.40887625161359,5.351206914048769,6.5775,138.1275,1/18/2019,20:59,Credit card,131.55,4.36133960450916,6.897010604920173,8.8
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,35.8175825130344,5.9941758324167695,10.326,216.846,2/18/2019,15:39,Cash,206.52,4.982377609947612,10.817347000754733,9.8
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,50.49420253190183,9.961173154653295,25.955,545.055,2/16/2019,12:21,Cash,519.1,4.464201851610791,26.066341884450274,8.2
575-30-8091,A,Yangon,Normal,Male,Sports and travel,79.34084019945394,8.147852455455228,29.0,609.0,3/16/2019,19:25,Ewallet,580.0,5.103025765013646,26.497060572134753,9.2
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,98.10555341716031,10.649361931850299,44.9,942.9,1/23/2019,13:00,Credit card,898.0,5.065774775207655,43.74259418710255,5.4
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,86.00725955443909,9.695618415804386,45.25,950.25,1/25/2019,13:48,Cash,905.0,4.800755957225105,49.05793780659339,8.1
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.56224950084352,10.356032305118127,34.3,720.3,2/5/2019,19:57,Cash,686.0,4.962135998788111,34.87931952093594,9.1
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,29.198941880305593,1.0131463927991582,1.5205,31.9305,2/22/2019,10:36,Credit card,30.41,4.585095345980986,1.5321567439440624,8.4
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,74.59566330734472,5.720433924203306,23.385,491.085,1/21/2019,16:37,Ewallet,467.7,4.734445618125942,22.30392788676552,8.0
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,41.97527803692414,6.45435598362619,13.878,291.438,3/8/2019,17:11,Credit card,277.56,5.068225616968481,13.512866822120456,9.5
