Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin %,Gross income,Rating
939-79-7152,C,Naypyitaw,Normal,Female,Health and beauty,55.1,2,9.55,190.92,2023-01-23,19:25,Cash,181.37,5.79,9.545800000000002,4.8
536-10-5499,C,Yangon,Member,Male,Electronic accessories,55.1,7,29.16,583.18,2023-07-11,8:42,Ewallet,554.02,4.74,29.158800000000003,4.8
809-26-5512,B,Yangon,Member,Male,Food and beverages,55.1,3,20.83,416.54,2023-08-09,20:58,Credit card,395.71,7.37,20.827,4.8
404-23-4625,C,Naypyitaw,Member,Male,Health and beauty,55.1,3,14.32,286.37,2023-10-12,19:06,Ewallet,272.06,5.79,14.318700000000002,4.8
437-80-4504,B,Yangon,Member,Female,Electronic accessories,55.1,2,8.33,166.62,2023-05-25,16:41,Cash,158.29,4.74,8.331,4.8
609-17-1835,B,Mandalay,Normal,Male,Electronic accessories,55.1,4,11.11,222.17,2023-09-30,19:06,Ewallet,211.06,4.74,11.1084,4.8
139-17-7423,C,Mandalay,Member,Female,Home and lifestyle,55.1,8,27.77,555.4,2023-08-04,9:47,Credit card,527.63,6.84,27.77025,4.8
942-54-7144,B,Mandalay,Normal,Female,Home and lifestyle,55.1,1,3.47,69.44,2023-07-11,12:50,Cash,65.96,6.84,3.47175,4.8
844-57-3196,C,Yangon,Member,Female,Food and beverages,55.1,1,6.94,138.86,2023-08-13,19:06,Credit card,131.92,7.37,6.943000000000001,4.8
694-15-4703,C,Mandalay,Member,Male,Electronic accessories,55.1,5,13.89,277.7,2023-03-15,10:46,Cash,263.82,4.74,13.885199999999998,4.8
684-47-7969,A,Naypyitaw,Normal,Female,Fashion accessories,55.1,5,15.19,303.74,2023-04-26,8:14,Ewallet,288.56,3.16,15.187199999999999,4.8
465-72-4254,C,Naypyitaw,Member,Female,Electronic accessories,55.1,1,5.21,104.15,2023-07-22,11:18,Cash,98.94,4.74,5.207400000000001,4.8
326-82-2225,A,Yangon,Normal,Female,Home and lifestyle,55.1,6,31.24,624.84,2023-05-23,13:25,Cash,593.6,6.84,31.242000000000004,4.8
298-66-1415,C,Naypyitaw,Normal,Female,Fashion accessories,55.1,1,3.04,60.75,2023-10-31,12:50,Ewallet,57.72,3.16,3.03765,4.8
941-73-4391,C,Naypyitaw,Member,Female,Health and beauty,55.1,5,23.87,477.31,2023-02-25,19:05,Credit card,453.45,5.79,23.865600000000004,4.8
357-13-5443,A,Yangon,Normal,Male,Health and beauty,55.1,9,34.37,687.32,2023-01-22,8:10,Ewallet,652.96,5.79,34.366200000000006,4.8
539-29-7128,A,Mandalay,Normal,Female,Sports and travel,55.1,5,9.26,185.14,2023-01-01,12:39,Cash,175.88,3.68,9.2568,4.8
449-52-8464,C,Mandalay,Normal,Female,Home and lifestyle,55.1,6,20.83,416.55,2023-04-10,15:11,Ewallet,395.72,6.84,20.8275,4.8
194-70-2522,B,Mandalay,Normal,Male,Sports and travel,55.1,8,14.81,296.22,2023-05-10,12:56,Cash,281.41,3.68,14.8108,4.8
353-88-2698,A,Yangon,Normal,Female,Fashion accessories,55.1,1,2.43,48.6,2023-10-10,10:32,Ewallet,46.17,3.16,2.43005,4.8
217-23-5059,B,Naypyitaw,Normal,Male,Home and lifestyle,55.1,2,13.02,260.34,2023-01-29,9:45,Ewallet,247.32,6.84,13.017000000000003,4.8
764-87-5825,B,Mandalay,Normal,Female,Food and beverages,55.1,9,41.66,833.12,2023-07-09,10:20,Credit card,791.46,7.37,41.656000000000006,4.8
500-56-3101,B,Mandalay,Normal,Male,Electronic accessories,55.1,3,8.33,166.62,2023-01-16,14:41,Cash,158.29,4.74,8.331,4.8
458-90-6241,A,Yangon,Member,Male,Food and beverages,55.1,6,41.66,833.12,2023-05-14,12:41,Credit card,791.46,7.37,41.656000000000006,4.8
945-18-9934,B,Mandalay,Member,Female,Fashion accessories,55.1,5,8.1,161.99,2023-08-26,19:50,Cash,153.89,3.16,8.099699999999999,4.8
243-18-2504,A,Yangon,Normal,Female,Home and lifestyle,55.1,2,10.41,208.27,2023-11-12,18:39,Ewallet,197.86,6.84,10.41375,4.8
383-81-9306,B,Naypyitaw,Member,Female,Fashion accessories,55.1,7,21.26,425.23,2023-06-25,18:30,Cash,403.97,3.16,21.26145,4.8
668-14-5485,C,Yangon,Normal,Male,Electronic accessories,55.1,4,16.66,333.24,2023-06-05,18:04,Credit card,316.58,4.74,16.662,4.8
272-49-5099,C,Yangon,Normal,Male,Health and beauty,55.1,1,3.82,76.37,2023-05-17,15:07,Credit card,72.55,5.79,3.818650000000001,4.8
592-37-6207,A,Yangon,Member,Male,Health and beauty,55.1,4,15.27,305.47,2023-05-31,19:11,Credit card,290.2,5.79,15.273500000000002,4.8
699-32-8500,C,Yangon,Normal,Female,Fashion accessories,55.1,6,14.58,291.59,2023-05-01,11:10,Cash,277.01,3.16,14.5796,4.8
440-14-4763,C,Naypyitaw,Normal,Male,Sports and travel,55.1,7,24.3,485.98,2023-07-30,14:14,Credit card,461.68,3.68,24.298800000000004,4.8
500-55-7449,B,Naypyitaw,Normal,Male,Home and lifestyle,55.1,7,45.56,911.2,2023-07-12,15:44,Credit card,865.64,6.84,45.56025,4.8
758-57-1889,A,Mandalay,Normal,Female,Home and lifestyle,55.1,7,24.3,485.97,2023-08-10,16:42,Credit card,461.67,6.84,24.298500000000004,4.8
747-87-5049,B,Naypyitaw,Member,Male,Health and beauty,55.1,3,14.32,286.37,2023-06-12,16:13,Ewallet,272.06,5.79,14.318700000000002,4.8
632-80-2942,B,Naypyitaw,Normal,Male,Food and beverages,55.1,6,52.07,1041.38,2023-04-06,12:18,Ewallet,989.31,7.37,52.06900000000001,4.8
772-77-9329,B,Mandalay,Normal,Female,Electronic accessories,55.1,8,22.22,444.32,2023-09-21,9:47,Cash,422.11,4.74,22.2162,4.8
535-68-4610,B,Naypyitaw,Normal,Male,Food and beverages,55.1,4,34.71,694.26,2023-05-27,17:43,Cash,659.55,7.37,34.713,4.8
794-46-9171,B,Yangon,Member,Female,Food and beverages,55.1,8,55.54,1110.82,2023-10-10,12:20,Credit card,1055.28,7.37,55.541,4.8
524-53-4505,B,Yangon,Normal,Female,Fashion accessories,55.1,2,4.86,97.2,2023-05-06,12:48,Ewallet,92.34,3.16,4.85975,4.8
325-65-2437,B,Mandalay,Member,Female,Health and beauty,55.1,9,22.91,458.22,2023-10-25,9:16,Credit card,435.31,5.79,22.910800000000005,4.8
205-94-3992,A,Mandalay,Member,Female,Health and beauty,55.1,9,22.91,458.22,2023-08-21,13:23,Credit card,435.31,5.79,22.910800000000005,4.8
337-77-2718,C,Mandalay,Normal,Female,Health and beauty,55.1,8,20.36,407.3,2023-06-16,18:02,Ewallet,386.93,5.79,20.364850000000004,4.8
686-55-2492,B,Yangon,Normal,Male,Fashion accessories,55.1,1,2.43,48.6,2023-01-04,20:45,Ewallet,46.17,3.16,2.43005,4.8
683-89-1608,B,Naypyitaw,Member,Male,Sports and travel,55.1,2,6.94,138.85,2023-05-30,18:35,Ewallet,131.91,3.68,6.942400000000001,4.8
272-84-4469,B,Yangon,Normal,Female,Food and beverages,55.1,6,41.66,833.12,2023-02-14,8:28,Cash,791.46,7.37,41.656000000000006,4.8
407-26-6835,B,Mandalay,Member,Female,Fashion accessories,55.1,5,8.1,161.99,2023-02-22,18:35,Cash,153.89,3.16,8.099699999999999,4.8
292-74-6004,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,9,58.58,1171.57,2023-04-09,8:53,Credit card,1113.0,6.84,58.57874999999999,4.8
312-75-9542,B,Naypyitaw,Normal,Female,Electronic accessories,55.1,5,26.04,520.7,2023-06-28,17:39,Cash,494.67,4.74,26.0352,4.8
692-44-1565,C,Yangon,Normal,Female,Sports and travel,55.1,2,5.55,111.08,2023-04-24,15:41,Ewallet,105.53,3.68,5.554,4.8
662-68-3216,C,Mandalay,Member,Female,Home and lifestyle,55.1,4,13.89,277.71,2023-04-15,11:55,Ewallet,263.82,6.84,13.8855,4.8
223-32-7127,B,Yangon,Member,Male,Food and beverages,55.1,9,62.48,1249.68,2023-12-29,13:45,Cash,1187.2,7.37,62.48400000000001,4.8
841-98-6372,C,Naypyitaw,Member,Male,Health and beauty,55.1,1,4.77,95.47,2023-01-09,14:24,Credit card,90.7,5.79,4.77345,4.8
249-95-7881,A,Yangon,Member,Female,Food and beverages,55.1,1,6.94,138.86,2023-05-23,15:03,Credit card,131.92,7.37,6.943000000000001,4.8
702-32-7751,B,Yangon,Normal,Female,Fashion accessories,55.1,7,17.01,340.19,2023-10-25,19:46,Cash,323.18,3.16,17.0093,4.8
140-74-2010,A,Mandalay,Normal,Male,Electronic accessories,55.1,3,8.33,166.62,2023-01-17,17:27,Credit card,158.29,4.74,8.331,4.8
241-92-8849,A,Mandalay,Normal,Male,Fashion accessories,55.1,2,3.24,64.8,2023-10-07,12:01,Credit card,61.56,3.16,3.23995,4.8
652-83-5976,B,Naypyitaw,Normal,Female,Sports and travel,55.1,9,31.24,624.84,2023-06-08,14:02,Credit card,593.6,3.68,31.242000000000004,4.8
922-34-4130,C,Yangon,Normal,Female,Sports and travel,55.1,3,8.33,166.62,2023-05-08,19:39,Ewallet,158.29,3.68,8.330800000000002,4.8
257-78-1839,A,Yangon,Member,Male,Electronic accessories,55.1,2,8.33,166.62,2023-06-13,19:42,Ewallet,158.29,4.74,8.331,4.8
728-68-6711,B,Yangon,Normal,Male,Home and lifestyle,55.1,8,41.66,833.12,2023-10-26,19:57,Cash,791.46,6.84,41.655750000000005,4.8
755-44-1061,A,Naypyitaw,Normal,Male,Home and lifestyle,55.1,6,39.05,781.04,2023-06-17,19:55,Ewallet,741.98,6.84,39.051750000000006,4.8
435-80-9957,A,Naypyitaw,Normal,Female,Sports and travel,55.1,6,20.83,416.55,2023-02-14,15:50,Credit card,395.72,3.68,20.827600000000004,4.8
505-65-8510,A,Mandalay,Normal,Male,Sports and travel,55.1,7,12.96,259.18,2023-06-30,12:06,Ewallet,246.22,3.68,12.959200000000003,4.8
536-94-2252,A,Mandalay,Normal,Female,Health and beauty,55.1,7,17.82,356.38,2023-12-26,8:19,Cash,338.56,5.79,17.818900000000003,4.8
994-21-3857,C,Mandalay,Member,Male,Home and lifestyle,55.1,6,20.83,416.55,2023-12-17,13:40,Ewallet,395.72,6.84,20.8275,4.8
861-14-7542,A,Yangon,Member,Male,Electronic accessories,55.1,4,16.66,333.24,2023-09-19,13:19,Credit card,316.58,4.74,16.662,4.8
148-16-8631,A,Yangon,Member,Male,Home and lifestyle,55.1,9,46.86,937.26,2023-04-03,14:21,Credit card,890.4,6.84,46.863,4.8
841-13-9579,A,Mandalay,Normal,Male,Health and beauty,55.1,6,15.27,305.47,2023-08-26,15:15,Cash,290.2,5.79,15.273500000000002,4.8
576-68-6804,C,Yangon,Member,Female,Fashion accessories,55.1,4,9.72,194.39,2023-12-12,15:27,Ewallet,184.67,3.16,9.7195,4.8
307-12-8467,A,Mandalay,Member,Female,Sports and travel,55.1,3,5.55,111.08,2023-01-31,18:27,Ewallet,105.53,3.68,5.554,4.8
700-86-5112,A,Naypyitaw,Normal,Male,Sports and travel,55.1,4,13.89,277.7,2023-11-03,14:46,Ewallet,263.82,3.68,13.885200000000001,4.8
826-69-9990,C,Mandalay,Normal,Female,Health and beauty,55.1,3,7.64,152.74,2023-10-21,8:20,Credit card,145.1,5.79,7.636750000000001,4.8
883-32-3896,C,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,10.41,208.27,2023-01-17,9:23,Cash,197.86,4.74,10.4136,4.8
251-61-3655,C,Yangon,Member,Male,Sports and travel,55.1,5,13.89,277.71,2023-04-23,13:55,Ewallet,263.83,3.68,13.8856,4.8
902-51-9774,A,Mandalay,Member,Male,Food and beverages,55.1,2,9.26,185.14,2023-11-11,15:25,Credit card,175.88,7.37,9.257,4.8
971-50-4738,C,Yangon,Normal,Male,Sports and travel,55.1,6,16.66,333.25,2023-10-17,16:41,Credit card,316.59,3.68,16.6624,4.8
970-62-8978,C,Naypyitaw,Normal,Female,Food and beverages,55.1,3,26.03,520.68,2023-03-13,17:28,Credit card,494.65,7.37,26.034,4.8
780-30-5031,A,Naypyitaw,Member,Male,Health and beauty,55.1,6,28.64,572.76,2023-07-03,20:12,Ewallet,544.12,5.79,28.637950000000007,4.8
848-30-1488,C,Naypyitaw,Member,Male,Health and beauty,55.1,9,42.96,859.16,2023-09-20,19:49,Ewallet,816.2,5.79,42.957750000000004,4.8
878-67-2070,A,Yangon,Normal,Female,Sports and travel,55.1,1,2.78,55.54,2023-07-15,9:21,Ewallet,52.77,3.68,2.7772000000000006,4.8
906-88-4896,B,Yangon,Normal,Male,Home and lifestyle,55.1,6,31.24,624.84,2023-11-11,15:10,Ewallet,593.6,6.84,31.242000000000004,4.8
691-38-3537,C,Yangon,Member,Male,Food and beverages,55.1,9,62.48,1249.68,2023-12-14,8:56,Ewallet,1187.2,7.37,62.48400000000001,4.8
366-83-2763,B,Yangon,Normal,Male,Electronic accessories,55.1,4,16.66,333.24,2023-03-09,16:27,Ewallet,316.58,4.74,16.662,4.8
353-82-7161,A,Naypyitaw,Member,Female,Sports and travel,55.1,2,6.94,138.85,2023-08-27,8:27,Ewallet,131.91,3.68,6.942400000000001,4.8
780-97-1997,C,Naypyitaw,Member,Male,Electronic accessories,55.1,4,20.83,416.56,2023-12-01,18:27,Ewallet,395.73,4.74,20.8278,4.8
504-39-5436,A,Mandalay,Member,Female,Sports and travel,55.1,1,1.85,37.03,2023-11-17,8:27,Ewallet,35.18,3.68,1.8516000000000004,4.8
298-93-3285,B,Mandalay,Member,Male,Home and lifestyle,55.1,3,10.41,208.27,2023-10-02,17:50,Credit card,197.86,6.84,10.41375,4.8
108-81-9554,A,Yangon,Normal,Male,Home and lifestyle,55.1,9,46.86,937.26,2023-12-03,12:04,Ewallet,890.4,6.84,46.863,4.8
680-40-5661,C,Naypyitaw,Normal,Female,Home and lifestyle,55.1,5,32.54,650.88,2023-01-30,17:32,Cash,618.34,6.84,32.544000000000004,4.8
950-29-8408,C,Naypyitaw,Member,Male,Fashion accessories,55.1,6,18.22,364.48,2023-02-15,14:14,Credit card,346.26,3.16,18.22415,4.8
373-10-7458,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,3,19.53,390.51,2023-06-23,10:01,Ewallet,370.98,6.84,19.5255,4.8
804-68-5042,A,Mandalay,Member,Female,Health and beauty,55.1,5,12.73,254.56,2023-01-25,16:56,Cash,241.83,5.79,12.728100000000001,4.8
803-99-6457,C,Mandalay,Member,Female,Health and beauty,55.1,8,20.36,407.3,2023-07-15,20:48,Ewallet,386.93,5.79,20.364850000000004,4.8
289-42-4698,B,Naypyitaw,Member,Female,Fashion accessories,55.1,6,18.22,364.48,2023-07-06,10:10,Cash,346.26,3.16,18.22415,4.8
619-40-3808,C,Naypyitaw,Normal,Female,Food and beverages,55.1,4,34.71,694.26,2023-09-09,11:31,Cash,659.55,7.37,34.713,4.8
779-93-4533,C,Naypyitaw,Normal,Female,Electronic accessories,55.1,2,10.41,208.27,2023-01-18,14:41,Cash,197.86,4.74,10.4136,4.8
215-28-9098,A,Mandalay,Normal,Male,Sports and travel,55.1,9,16.66,333.25,2023-11-15,8:43,Cash,316.59,3.68,16.6624,4.8
412-97-6738,C,Naypyitaw,Normal,Female,Sports and travel,55.1,1,3.47,69.43,2023-07-02,15:31,Credit card,65.96,3.68,3.4716000000000005,4.8
188-15-7133,A,Naypyitaw,Member,Male,Fashion accessories,55.1,1,3.04,60.75,2023-04-25,12:33,Credit card,57.72,3.16,3.03765,4.8
133-25-5836,C,Yangon,Member,Male,Health and beauty,55.1,4,15.27,305.47,2023-12-11,8:05,Cash,290.2,5.79,15.273500000000002,4.8
970-84-6706,B,Yangon,Member,Male,Sports and travel,55.1,7,19.44,388.78,2023-02-08,20:55,Ewallet,369.34,3.68,19.439200000000003,4.8
131-89-7470,C,Mandalay,Member,Female,Health and beauty,55.1,1,2.55,50.92,2023-12-30,10:05,Cash,48.37,5.79,2.5459500000000004,4.8
885-36-8111,A,Naypyitaw,Member,Female,Food and beverages,55.1,9,78.1,1562.1,2023-11-23,20:57,Credit card,1484.0,7.37,78.105,4.8
710-68-4607,A,Naypyitaw,Normal,Male,Electronic accessories,55.1,4,20.83,416.56,2023-04-14,18:25,Ewallet,395.73,4.74,20.8278,4.8
327-17-1510,B,Yangon,Member,Female,Food and beverages,55.1,3,20.83,416.54,2023-06-16,8:26,Credit card,395.71,7.37,20.827,4.8
351-69-4453,C,Mandalay,Normal,Female,Fashion accessories,55.1,1,1.62,32.4,2023-09-16,17:20,Credit card,30.78,3.16,1.62015,4.8
682-68-6426,C,Yangon,Normal,Female,Home and lifestyle,55.1,4,20.83,416.55,2023-02-09,18:56,Ewallet,395.72,6.84,20.8275,4.8
687-82-4250,B,Yangon,Normal,Female,Home and lifestyle,55.1,9,46.86,937.26,2023-09-01,17:12,Cash,890.4,6.84,46.863,4.8
357-31-8878,C,Yangon,Normal,Male,Home and lifestyle,55.1,6,31.24,624.84,2023-01-13,14:47,Cash,593.6,6.84,31.242000000000004,4.8
966-76-1688,C,Yangon,Member,Male,Food and beverages,55.1,6,41.66,833.12,2023-05-30,15:22,Cash,791.46,7.37,41.656000000000006,4.8
825-50-6268,A,Naypyitaw,Normal,Female,Sports and travel,55.1,1,3.47,69.43,2023-02-02,14:07,Cash,65.96,3.68,3.4716000000000005,4.8
245-18-3820,C,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,10.41,208.27,2023-11-20,9:10,Ewallet,197.86,4.74,10.4136,4.8
690-71-5758,C,Yangon,Normal,Female,Home and lifestyle,55.1,6,31.24,624.84,2023-11-30,18:01,Ewallet,593.6,6.84,31.242000000000004,4.8
123-29-1959,B,Mandalay,Member,Female,Fashion accessories,55.1,2,3.24,64.8,2023-06-29,12:14,Ewallet,61.56,3.16,3.23995,4.8
863-58-8062,B,Mandalay,Member,Male,Fashion accessories,55.1,3,4.86,97.2,2023-07-29,12:50,Credit card,92.34,3.16,4.85975,4.8
976-57-6071,A,Mandalay,Member,Male,Home and lifestyle,55.1,4,13.89,277.71,2023-11-29,17:56,Ewallet,263.82,6.84,13.8855,4.8
473-96-3658,C,Mandalay,Normal,Male,Home and lifestyle,55.1,5,17.36,347.13,2023-06-19,15:52,Cash,329.77,6.84,17.3565,4.8
974-89-9064,C,Yangon,Normal,Female,Electronic accessories,55.1,9,37.49,749.81,2023-10-23,8:22,Credit card,712.32,4.74,37.4904,4.8
410-25-9976,C,Naypyitaw,Member,Male,Home and lifestyle,55.1,4,26.03,520.69,2023-09-29,11:02,Cash,494.66,6.84,26.03475,4.8
692-31-7031,A,Mandalay,Normal,Female,Electronic accessories,55.1,9,24.99,499.87,2023-08-05,10:14,Cash,474.88,4.74,24.9936,4.8
618-48-6192,A,Yangon,Member,Male,Fashion accessories,55.1,3,7.29,145.79,2023-11-07,9:54,Ewallet,138.5,3.16,7.2894499999999995,4.8
263-35-6803,B,Mandalay,Member,Male,Home and lifestyle,55.1,8,27.77,555.4,2023-10-03,11:15,Ewallet,527.63,6.84,27.77025,4.8
712-74-1492,A,Mandalay,Normal,Female,Food and beverages,55.1,1,4.63,92.58,2023-09-22,15:02,Cash,87.95,7.37,4.6290000000000004,4.8
801-12-7666,C,Yangon,Normal,Female,Food and beverages,55.1,9,62.48,1249.68,2023-11-27,20:23,Cash,1187.2,7.37,62.48400000000001,4.8
129-81-8808,C,Naypyitaw,Normal,Female,Fashion accessories,55.1,9,27.34,546.73,2023-06-19,20:06,Credit card,519.4,3.16,27.336749999999995,4.8
756-84-8450,A,Naypyitaw,Normal,Female,Electronic accessories,55.1,2,10.41,208.27,2023-06-24,12:03,Ewallet,197.86,4.74,10.4136,4.8
539-92-3573,C,Yangon,Member,Female,Food and beverages,55.1,4,27.77,555.4,2023-08-16,15:21,Credit card,527.63,7.37,27.77,4.8
932-98-8162,C,Naypyitaw,Member,Female,Electronic accessories,55.1,8,41.66,833.11,2023-10-03,9:21,Credit card,791.46,4.74,41.6556,4.8
855-91-8589,A,Yangon,Member,Female,Food and beverages,55.1,7,48.6,971.96,2023-06-30,12:34,Credit card,923.36,7.37,48.598000000000006,4.8
590-84-5361,A,Yangon,Member,Female,Food and beverages,55.1,1,6.94,138.86,2023-02-05,18:55,Cash,131.92,7.37,6.943000000000001,4.8
722-15-1856,C,Yangon,Member,Male,Electronic accessories,55.1,5,20.83,416.57,2023-11-16,8:37,Credit card,395.74,4.74,20.828400000000002,4.8
853-89-4988,C,Naypyitaw,Normal,Female,Sports and travel,55.1,7,24.3,485.98,2023-02-12,14:45,Credit card,461.68,3.68,24.298800000000004,4.8
460-76-5974,C,Yangon,Member,Female,Food and beverages,55.1,4,27.77,555.4,2023-11-18,12:06,Cash,527.63,7.37,27.77,4.8
999-24-9462,B,Mandalay,Member,Male,Home and lifestyle,55.1,1,3.47,69.44,2023-07-05,19:19,Ewallet,65.96,6.84,3.47175,4.8
194-70-8524,B,Naypyitaw,Member,Female,Fashion accessories,55.1,9,27.34,546.73,2023-08-06,13:41,Ewallet,519.4,3.16,27.336749999999995,4.8
387-88-1483,B,Naypyitaw,Normal,Male,Sports and travel,55.1,5,17.36,347.14,2023-04-20,14:05,Credit card,329.78,3.68,17.356800000000003,4.8
362-45-1136,A,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,10.41,208.27,2023-08-14,17:55,Cash,197.86,4.74,10.4136,4.8
210-58-1453,B,Naypyitaw,Normal,Female,Sports and travel,55.1,8,27.77,555.41,2023-12-26,18:53,Ewallet,527.64,3.68,27.770400000000002,4.8
557-63-1402,A,Mandalay,Normal,Male,Health and beauty,55.1,2,5.09,101.83,2023-02-27,17:07,Credit card,96.74,5.79,5.09135,4.8
231-49-8152,A,Naypyitaw,Member,Female,Health and beauty,55.1,3,14.32,286.37,2023-09-14,16:44,Credit card,272.06,5.79,14.318700000000002,4.8
529-43-1078,B,Naypyitaw,Member,Male,Food and beverages,55.1,1,8.68,173.58,2023-04-10,9:06,Cash,164.9,7.37,8.679,4.8
300-86-4013,B,Yangon,Normal,Male,Food and beverages,55.1,2,13.88,277.7,2023-02-14,8:23,Credit card,263.82,7.37,13.885,4.8
706-34-8769,B,Naypyitaw,Normal,Male,Home and lifestyle,55.1,7,45.56,911.2,2023-11-09,19:49,Ewallet,865.64,6.84,45.56025,4.8
760-96-4628,C,Mandalay,Member,Female,Fashion accessories,55.1,2,3.24,64.8,2023-01-20,13:06,Cash,61.56,3.16,3.23995,4.8
619-55-6734,B,Mandalay,Member,Female,Sports and travel,55.1,6,11.11,222.16,2023-04-22,14:43,Ewallet,211.05,3.68,11.108,4.8
111-18-8860,C,Mandalay,Normal,Male,Health and beauty,55.1,3,7.64,152.74,2023-06-04,17:50,Ewallet,145.1,5.79,7.636750000000001,4.8
141-81-6928,A,Mandalay,Normal,Male,Food and beverages,55.1,4,18.51,370.28,2023-08-17,11:23,Ewallet,351.77,7.37,18.514,4.8
610-57-5426,C,Naypyitaw,Normal,Female,Fashion accessories,55.1,8,24.3,485.98,2023-05-28,19:54,Credit card,461.68,3.16,24.2991,4.8
